,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,Country,Currency,Salary,AISelect,AISent,AIBen,WorkExp,Industry
46777,0,1,0,1,20,14,15,1,2,1,175,44,43000.0,2,0,3,14.0,9
46779,0,3,0,4,35,6,11,2,1,3,115,41,77000.0,1,4,4,4.0,4
46781,0,2,2,1,16,14,15,7,2,0,21,10,101000.0,1,1,2,14.0,4
46784,0,1,0,4,8,3,15,1,1,3,115,41,45000.0,2,0,2,3.0,4
46785,0,2,0,2,18,12,30,1,0,1,59,41,90000.0,2,2,3,14.0,4
46789,0,1,3,1,11,7,33,6,1,3,132,41,70000.0,0,6,5,7.0,1
46790,0,2,2,1,15,9,24,6,1,3,177,131,68000.0,0,6,5,12.0,9
46793,0,1,1,4,18,10,1,5,2,1,56,41,105000.0,0,6,5,10.0,1
46795,0,0,1,1,5,1,15,0,2,1,170,125,200000.0,2,0,4,1.0,7
46797,0,4,2,6,30,29,21,5,2,1,177,131,145000.0,1,0,4,30.0,2
46798,0,2,2,6,20,20,15,3,2,1,175,44,67500.0,0,6,5,20.0,7
46800,0,1,1,6,17,15,30,1,0,1,55,41,57600.0,2,1,3,15.0,9
46802,0,2,0,4,15,10,13,2,1,3,115,41,97325.0,0,6,5,10.0,7
46803,0,1,0,5,12,6,12,3,0,1,41,33,1000000.0,0,6,5,6.0,4
46804,0,0,2,1,4,3,14,5,1,3,173,131,30000.0,2,0,4,3.0,4
46805,0,2,0,1,11,6,12,0,2,1,115,41,45000.0,1,0,2,6.0,7
46809,0,1,0,2,10,5,15,7,2,0,59,41,55000.0,2,0,4,10.0,4
46810,0,2,0,1,10,8,15,2,2,1,177,131,270000.0,2,0,4,10.0,1
46812,0,0,1,6,7,3,15,4,2,1,174,0,130000.0,2,4,2,3.0,11
46824,0,0,1,0,9,5,15,4,2,1,160,26,72000.0,0,6,5,9.0,4
46826,0,1,0,1,18,12,17,0,1,3,59,41,105000.0,2,3,4,12.0,4
46829,0,1,2,1,13,12,14,3,1,3,173,131,93000.0,0,6,5,12.0,4
46830,0,5,2,2,51,48,24,9,0,1,130,101,20000000.0,1,1,3,47.0,4
46832,0,2,0,1,16,12,15,5,0,1,170,125,500000.0,1,1,2,18.0,5
46833,2,2,0,4,25,17,0,2,0,1,115,41,75000.0,1,0,4,19.0,3
46834,0,2,2,2,21,17,11,0,2,1,177,131,300000.0,2,1,3,17.0,4
46835,0,2,2,1,13,12,11,3,1,3,175,44,58000.0,0,6,5,15.0,1
46837,2,2,2,1,5,5,19,5,1,3,175,44,37500.0,0,6,5,10.0,4
46840,0,1,2,2,9,5,11,2,2,1,175,44,85000.0,0,6,5,7.0,4
46842,0,1,1,2,16,9,16,3,2,1,79,41,46000.0,0,6,5,9.0,7
46843,0,4,0,1,42,39,11,1,0,1,8,7,325000.0,0,6,5,39.0,4
46844,0,1,0,1,5,4,15,4,0,1,10,9,36000.0,0,6,5,5.0,2
46846,0,1,2,1,18,12,15,5,2,1,159,112,750000.0,2,1,3,12.0,12
46852,0,1,0,6,6,5,14,3,1,3,146,41,6214.0,2,0,2,6.0,1
46855,0,1,1,1,10,10,14,3,2,1,72,131,50000.0,1,1,4,10.0,4
46858,0,1,0,2,15,8,15,7,1,3,131,103,180000.0,1,1,2,8.0,7
46860,0,1,0,2,5,4,15,3,2,1,72,57,1300000.0,1,0,4,4.0,4
46861,0,1,0,2,10,5,4,5,1,3,79,41,33000.0,2,0,4,6.0,1
46862,0,1,0,2,14,8,11,3,1,3,41,33,630000.0,0,6,5,8.0,7
46864,0,2,0,5,7,7,15,1,1,3,72,57,950000.0,1,3,3,7.0,10
46870,0,1,0,2,13,6,4,5,1,3,132,41,23600.0,0,6,5,6.0,9
46875,0,1,0,1,10,3,11,1,2,0,9,41,67198.0,1,0,4,4.0,1
46877,0,1,2,6,3,2,14,1,1,3,154,41,25000.0,0,6,5,2.0,1
46880,0,1,0,4,15,4,15,3,2,1,8,7,125000.0,2,4,3,10.0,12
46884,0,1,1,1,13,7,11,1,2,1,69,50,450000.0,0,6,5,7.0,1
46887,0,1,0,1,9,3,16,3,1,3,41,33,800000.0,1,0,2,3.0,10
46888,0,0,1,2,5,2,0,5,2,1,132,41,21000.0,1,4,2,2.0,4
46892,0,2,0,2,25,16,30,5,0,1,137,108,4200000.0,1,2,3,17.0,4
46893,0,1,2,2,16,7,10,9,0,1,131,103,360000.0,2,0,4,7.0,4
46894,0,0,2,1,8,4,15,2,1,3,72,57,1150000.0,1,4,4,4.0,4
46897,0,1,0,6,4,1,14,3,2,1,59,41,60000.0,2,0,2,2.0,9
46898,0,1,2,2,7,6,15,0,1,3,175,44,74250.0,2,4,3,6.0,9
46903,0,2,2,1,17,14,15,3,2,0,136,41,77000.0,2,0,3,14.0,1
46905,0,1,0,7,5,3,15,9,1,3,73,54,98400000.0,2,4,1,5.0,8
46907,0,1,2,1,8,6,14,2,0,1,72,57,1750000.0,0,6,5,6.0,1
46908,0,1,0,6,11,8,15,3,2,1,175,44,45000.0,0,6,5,8.0,4
46911,0,2,2,1,12,8,11,1,2,1,131,103,320000.0,1,1,3,8.0,0
46913,0,1,2,1,12,6,11,3,2,1,175,44,60000.0,2,0,3,6.0,1
46918,0,1,1,4,10,5,0,2,1,3,56,41,85000.0,2,4,4,6.0,9
46922,0,2,2,1,15,10,15,1,1,3,73,54,200000000.0,2,1,2,17.0,4
46924,0,2,0,1,22,12,11,3,2,3,9,41,80000.0,1,1,3,12.0,4
46927,0,1,0,1,8,8,13,4,2,0,130,101,100000.0,1,0,4,10.0,0
46929,2,2,2,4,10,5,29,2,2,1,177,131,210000.0,1,4,4,15.0,7
46930,0,1,1,6,8,2,15,7,0,1,59,41,45000.0,0,6,5,5.0,2
46934,0,0,0,1,5,2,15,3,1,3,160,26,100000.0,2,2,3,2.0,4
46938,0,1,2,1,13,5,15,5,1,3,154,41,33000.0,1,5,3,5.0,4
46939,0,0,0,5,2,4,15,3,2,1,152,141,195000.0,2,0,4,3.0,2
46941,0,2,0,1,18,13,15,3,1,3,87,66,3500000.0,1,4,2,12.0,4
46943,0,2,1,2,20,13,15,5,2,1,59,41,127000.0,0,6,5,10.0,4
46945,0,1,2,1,21,17,2,1,0,1,136,41,150000.0,2,0,3,17.0,4
46947,0,1,2,2,12,8,15,4,2,1,72,57,2000000.0,1,1,2,8.0,12
46948,0,1,1,4,7,4,15,5,2,1,160,26,100000.0,1,0,3,6.0,12
46954,0,0,0,2,8,3,11,5,1,3,56,41,39000.0,0,6,5,3.0,4
46958,2,1,1,2,10,0,24,7,2,1,9,41,70000.0,0,6,5,5.0,2
46963,0,3,2,1,33,20,11,7,1,3,175,44,102000.0,1,0,2,20.0,4
46965,0,2,2,2,25,15,15,4,2,1,41,33,80000.0,0,6,5,25.0,12
46966,0,1,2,2,19,13,11,3,1,3,173,131,78000.0,0,6,5,13.0,9
46972,2,4,0,2,34,31,18,3,2,1,16,41,45000.0,2,0,4,31.0,3
46974,0,1,0,1,6,6,12,3,2,1,155,75,12000.0,2,4,4,6.0,12
46975,0,2,1,1,13,13,16,4,0,1,70,53,5400000.0,1,0,2,15.0,12
46976,0,1,2,1,4,2,15,4,1,3,152,141,348000.0,2,1,3,2.0,10
46978,0,2,0,2,12,9,14,2,2,1,154,41,62000.0,1,4,4,9.0,7
46980,0,2,2,1,20,12,11,7,2,1,79,41,55000.0,1,0,4,13.0,5
46981,0,4,2,2,40,35,13,2,2,1,115,41,250000.0,0,6,5,40.0,0
46984,0,0,1,1,5,2,11,1,0,1,85,41,16680.0,2,0,4,2.0,9
46987,0,1,2,3,3,2,15,0,1,3,137,108,150000.0,2,0,4,9.0,1
46988,0,1,0,1,10,6,15,3,2,1,136,106,223200.0,1,1,3,6.0,12
46991,0,1,1,6,3,2,15,1,1,3,96,41,30000.0,2,0,2,2.0,4
46992,0,1,0,1,16,5,16,5,2,1,175,44,31000.0,0,6,5,6.0,4
46994,0,1,0,6,19,13,27,0,1,3,41,33,1200000.0,2,1,2,13.0,9
46995,0,2,2,1,20,17,11,3,1,3,79,41,60000.0,2,0,2,18.0,9
47011,0,2,0,2,12,6,15,3,2,1,79,41,36000.0,0,6,5,6.0,1
47017,0,0,0,1,6,2,15,5,1,3,173,131,12000.0,2,0,2,2.0,4
47018,0,1,0,1,6,3,7,6,1,3,9,41,55000.0,0,6,5,4.0,4
47022,0,0,2,1,8,3,15,4,2,0,137,108,800000.0,0,6,5,3.0,3
47028,0,2,0,5,30,22,15,3,2,2,59,41,67000.0,2,0,2,22.0,9
47029,0,1,2,1,20,10,11,2,1,3,70,53,15000000.0,1,0,4,10.0,12
47032,0,1,0,5,6,5,15,7,2,1,124,102,1200000.0,1,0,2,5.0,7
47033,0,0,2,1,4,3,15,4,0,1,179,131,60000.0,2,4,4,4.0,4
47034,0,2,2,2,10,7,12,1,0,1,59,41,130000.0,2,0,3,15.0,12
47035,0,1,2,5,15,11,11,4,0,1,154,41,80000.0,2,0,3,11.0,4
47037,0,1,0,1,15,5,15,1,2,1,59,41,50500.0,0,6,5,5.0,4
47038,0,1,1,4,3,4,27,4,0,1,56,41,34000.0,2,4,4,4.0,4
47042,0,1,1,2,16,11,12,3,2,1,175,44,50000.0,1,0,2,11.0,4
47044,0,1,0,1,3,3,19,2,1,3,175,44,50000.0,2,4,2,3.0,12
47046,0,1,2,1,10,10,15,3,2,3,131,103,400000.0,2,0,3,10.0,12
47051,0,2,0,5,10,10,20,7,0,1,159,112,750000.0,0,6,5,20.0,12
47056,0,1,0,1,17,13,11,0,2,1,131,103,400.0,0,6,5,13.0,4
47061,0,1,0,1,7,3,11,3,2,1,45,35,450000.0,1,0,0,3.0,9
47065,0,0,2,1,5,1,11,4,2,1,72,57,1700000.0,1,0,3,1.0,4
47066,0,2,0,2,12,12,21,2,2,1,41,33,4500000.0,2,1,2,14.0,4
47068,0,1,2,6,20,18,15,4,0,1,175,44,32000.0,2,0,2,18.0,4
47069,0,1,1,6,9,7,15,1,2,1,72,57,720000.0,1,1,2,7.0,7
47072,0,2,0,2,24,18,11,0,2,1,160,26,130000.0,1,0,3,24.0,5
47074,0,1,1,0,10,5,15,1,1,3,69,50,336000.0,1,0,2,5.0,0
47079,0,0,2,1,6,2,11,5,1,3,72,57,360000.0,2,0,4,2.0,4
47080,0,1,2,1,8,3,11,7,1,3,154,41,90000.0,0,6,5,3.0,0
47081,0,2,1,1,12,5,11,3,2,1,160,26,90000.0,2,0,3,5.0,3
47082,0,1,0,2,10,5,15,5,0,1,56,41,50000.0,2,0,4,4.0,12
47083,0,1,0,2,15,12,12,6,0,1,115,41,60000.0,1,2,3,5.0,12
47089,0,1,2,1,6,2,11,2,1,3,159,112,913607.0,2,0,4,2.0,10
47095,0,1,1,1,10,8,11,1,2,1,73,54,150000000.0,2,5,4,10.0,4
47096,0,2,2,2,8,8,15,3,1,3,149,41,32400.0,1,0,4,7.0,1
47097,0,1,1,1,5,0,15,4,2,2,72,57,400000.0,2,1,4,1.0,4
47099,0,2,0,5,25,22,11,2,1,3,41,33,1563264.0,0,6,5,20.0,2
47101,0,0,1,1,10,2,11,2,2,1,72,57,5000000.0,2,4,1,2.0,10
47103,0,1,1,2,11,6,14,7,2,1,72,57,2000000.0,2,0,4,6.0,4
47104,0,3,0,2,37,15,2,1,0,1,59,41,85000.0,2,4,2,33.0,12
47105,0,2,2,4,20,15,10,5,2,1,154,41,45360.0,2,4,4,10.0,2
47106,0,1,0,1,18,12,19,5,0,1,59,41,106000.0,1,2,0,12.0,4
47112,0,1,0,1,11,7,11,1,2,1,115,41,38000.0,0,6,5,15.0,10
47114,0,1,0,2,10,7,11,5,1,3,79,41,41000.0,2,4,2,7.0,4
47119,0,1,2,1,18,10,15,5,0,1,152,141,605000.0,2,4,4,10.0,1
47120,0,1,2,2,13,6,12,5,2,1,149,41,52800.0,0,6,5,6.0,4
47122,0,1,2,2,11,7,11,0,2,1,23,19,260000.0,1,0,2,13.0,4
47123,0,1,0,2,7,5,15,3,2,1,152,141,691560.0,2,4,2,6.0,1
47129,0,1,1,2,9,5,30,5,2,1,118,138,4980000.0,2,0,4,5.0,4
47131,0,2,0,2,20,20,11,3,2,1,47,35,924000.0,0,6,5,20.0,9
47132,0,0,2,2,6,1,10,5,1,3,2,41,18000.0,1,1,2,1.0,10
47135,0,2,0,2,11,11,17,3,1,3,137,108,1764000.0,1,2,2,11.0,4
47137,0,1,2,2,13,8,15,4,2,0,79,41,25000.0,0,6,5,8.0,4
47138,0,1,0,2,18,10,11,0,1,3,175,44,95000.0,0,6,5,10.0,1
47140,0,1,0,1,7,4,11,5,2,1,9,41,56000.0,1,0,3,5.0,12
47142,0,1,0,4,21,6,15,4,0,1,45,35,480000.0,0,6,5,8.0,5
47143,0,2,0,2,17,10,26,1,0,1,59,41,75000.0,2,5,3,9.0,2
47144,0,3,2,2,26,23,15,9,1,3,55,41,50000.0,1,0,4,27.0,12
47145,0,3,0,2,30,27,14,4,0,1,115,41,60000.0,1,0,4,25.0,4
47146,0,2,2,2,25,17,11,5,0,1,115,41,92000.0,0,6,5,18.0,4
47151,0,1,0,1,6,3,15,3,1,3,56,41,48000.0,2,4,4,3.0,12
47152,0,2,0,2,9,6,15,4,0,1,59,41,38000.0,0,6,5,4.0,4
47154,0,2,2,5,14,12,2,5,0,1,175,44,110000.0,2,1,4,21.0,4
47156,0,2,0,1,20,10,15,7,2,1,16,41,40000.0,2,0,3,10.0,12
47161,0,1,0,1,11,9,17,5,2,1,52,41,50400.0,2,0,3,9.0,4
47163,0,2,2,2,10,8,15,6,2,1,72,57,1924000.0,1,0,4,9.0,12
47165,0,1,0,6,15,11,15,5,2,1,160,26,96000.0,2,1,2,15.0,6
47172,0,1,0,1,7,2,13,3,2,1,41,33,70000.0,0,6,5,2.0,4
47174,0,3,0,1,30,23,17,4,0,1,170,125,350000.0,2,0,4,23.0,4
47175,0,0,0,1,9,0,15,2,1,3,160,26,60000.0,2,0,4,1.0,9
47176,0,2,0,1,3,1,12,5,2,1,115,41,40000.0,1,0,2,1.0,12
47177,0,0,0,1,8,2,15,2,2,0,115,41,48000.0,0,6,5,2.0,4
47180,0,1,2,1,9,5,15,6,1,3,175,44,100000.0,0,6,5,5.0,12
47182,0,1,1,1,6,4,15,0,2,1,124,102,2160000.0,1,0,4,4.0,1
47187,0,3,0,1,45,30,11,3,0,1,159,112,720000.0,1,0,4,35.0,12
47188,0,2,2,2,13,11,15,3,1,3,56,41,50000.0,2,1,2,14.0,4
47189,0,1,0,1,13,6,11,5,2,1,136,106,200000.0,1,1,2,6.0,12
47193,0,1,0,2,8,7,20,3,2,1,175,44,100000.0,0,6,5,7.0,1
47194,0,1,2,1,9,8,25,4,0,1,52,41,90000.0,2,1,0,9.0,1
47201,0,1,2,1,15,11,15,6,2,0,175,44,75000.0,0,6,5,12.0,4
47202,0,2,2,1,26,22,15,4,2,1,152,141,1000000.0,2,0,4,24.0,4
47205,0,1,2,2,3,2,15,7,1,3,175,44,70000.0,2,4,4,2.0,1
47206,0,1,2,2,14,11,12,2,1,3,131,103,400000.0,1,0,3,11.0,8
47207,0,1,2,2,9,5,11,7,1,3,72,57,899999.0,0,6,5,5.0,4
47209,0,1,0,6,6,5,17,5,0,1,16,41,24000.0,0,6,5,6.0,4
47211,0,1,1,2,7,5,15,3,2,1,175,44,112500.0,2,4,4,8.0,1
47214,0,1,2,6,14,11,15,2,0,1,59,41,65000.0,1,0,4,11.0,7
47218,0,0,1,2,12,2,13,3,1,3,56,41,33300.0,0,6,5,2.0,4
47219,0,1,1,1,13,8,15,5,0,1,79,41,39000.0,1,0,2,7.0,4
47220,0,2,1,1,8,5,11,1,2,0,42,138,3000000.0,1,4,4,5.0,12
47225,0,1,1,1,16,8,21,5,2,3,78,55,690000.0,1,0,2,8.0,2
47227,0,2,0,2,15,13,11,0,1,3,132,41,40000.0,2,0,3,12.0,4
47229,0,2,0,1,20,8,15,7,1,3,154,41,55000.0,1,4,4,9.0,1
47233,0,2,0,1,30,18,15,5,2,1,122,96,790000.0,2,0,3,25.0,4
47237,0,0,2,5,6,3,15,4,2,1,119,94,720000.0,2,4,2,3.0,12
47240,0,0,0,6,6,1,11,1,2,1,159,112,450000.0,1,4,0,1.0,2
47241,0,1,0,4,11,7,0,0,2,1,175,44,50000.0,2,4,4,8.0,12
47242,0,3,2,6,30,24,15,4,0,1,99,91,192000.0,1,0,2,24.0,1
47248,0,2,1,2,14,8,1,4,0,1,160,26,150000.0,1,0,3,8.0,4
47260,0,2,0,3,12,11,17,5,2,1,78,55,260000.0,2,4,2,11.0,2
47268,0,2,2,1,20,10,2,0,2,1,175,44,139000.0,0,6,5,16.0,10
47269,0,2,2,1,30,25,13,3,2,1,175,44,95000.0,2,4,0,25.0,7
47276,0,1,0,1,3,2,14,0,1,3,136,106,92000.0,1,0,4,2.0,7
47277,0,2,2,2,22,13,15,0,2,1,55,41,64000.0,2,0,4,13.0,4
47281,0,2,0,0,10,3,15,7,2,1,56,41,31357.0,2,1,4,18.0,7
47286,0,2,2,6,28,12,27,3,2,1,173,129,51948.0,1,0,4,15.0,4
47288,0,0,0,1,6,2,11,5,1,3,16,41,39600.0,0,6,5,2.0,12
47292,0,1,1,1,10,7,15,5,0,1,175,44,40000.0,2,0,4,7.0,10
47293,0,1,2,1,10,8,14,5,1,3,72,57,3600000.0,0,6,5,7.0,9
47295,0,0,1,1,4,3,15,5,2,1,124,102,9000000.0,0,6,5,3.0,4
47296,0,2,2,6,30,16,11,3,0,1,159,112,710000.0,0,6,5,16.0,4
47299,0,1,1,2,9,3,13,5,2,0,9,41,57400.0,1,0,3,7.0,4
47301,0,1,0,1,13,10,15,3,2,1,177,131,118000.0,1,0,0,7.0,12
47310,0,1,0,2,10,5,19,5,2,0,56,41,60000.0,0,6,5,5.0,7
47313,0,2,1,5,20,17,15,1,1,3,59,41,50000.0,0,6,5,21.0,3
47316,0,1,0,2,15,7,12,0,2,1,122,96,900000.0,1,1,0,7.0,4
47318,0,1,0,1,12,9,15,0,2,1,175,44,110000.0,2,4,4,10.0,3
47320,0,1,2,5,5,4,14,8,1,3,79,41,26000.0,2,4,4,4.0,12
47325,0,3,0,1,35,29,17,1,2,1,78,55,500000.0,0,6,5,29.0,4
47327,0,1,2,6,14,11,15,5,2,1,56,41,51000.0,0,6,5,12.0,12
47329,2,3,2,4,40,27,24,2,1,3,175,44,180000.0,1,0,2,27.0,4
47330,0,0,2,1,10,6,11,2,1,3,154,131,86000.0,0,6,5,6.0,2
47331,0,2,0,1,18,10,15,6,1,3,59,41,75000.0,1,1,3,11.0,1
47336,0,2,0,1,19,8,21,5,0,1,59,41,73000.0,0,6,5,8.0,10
47338,0,1,0,2,20,8,15,1,2,1,59,41,52500.0,0,6,5,8.0,4
47341,0,1,0,2,14,8,11,2,1,3,177,131,200000.0,0,6,5,8.0,4
47343,0,1,0,1,12,2,16,2,1,3,76,41,72000.0,0,6,5,2.0,4
47346,0,1,0,2,15,9,15,3,2,1,72,57,4200000.0,2,4,2,9.0,4
47347,2,1,0,1,5,1,3,2,1,3,148,113,66000.0,1,0,4,8.0,1
47354,0,1,0,2,10,4,15,1,0,1,25,13,4000.0,1,1,3,4.0,4
47356,2,1,0,1,10,4,24,2,2,1,59,41,60000.0,0,6,5,6.0,10
47358,2,3,2,6,22,17,32,2,1,3,175,44,44000.0,0,6,5,25.0,4
47360,0,2,2,1,8,6,17,3,2,1,175,44,70000.0,1,0,2,6.0,2
47362,0,1,0,6,13,9,11,0,2,1,79,41,30000.0,0,6,5,9.0,1
47364,0,1,0,1,9,6,15,4,2,1,59,41,34000.0,2,0,2,6.0,4
47366,0,1,2,1,14,7,15,8,2,1,152,141,780000.0,2,0,2,7.0,4
47372,0,2,2,1,10,7,11,5,1,3,175,44,60500.0,0,6,5,7.0,10
47373,0,2,0,1,27,16,19,1,0,1,70,53,29000000.0,1,4,4,16.0,4
47378,0,3,0,4,40,32,11,5,2,0,59,41,85000.0,0,6,5,30.0,9
47382,0,0,1,1,5,1,15,7,1,3,60,46,42000.0,2,0,4,1.0,1
47383,0,1,2,2,17,12,15,5,2,0,56,41,90000.0,2,4,2,12.0,4
47384,0,2,0,2,21,16,15,3,1,3,115,41,68000.0,0,6,5,16.0,4
47385,0,2,0,1,23,18,15,3,0,1,136,106,380000.0,2,4,1,19.0,4
47387,0,3,0,6,18,16,11,1,0,1,159,112,800000.0,2,0,4,16.0,10
47388,2,2,0,5,20,15,24,4,0,1,159,112,78000.0,1,0,2,20.0,4
47392,0,3,0,5,28,25,15,5,2,1,175,44,75000.0,0,6,5,25.0,4
47394,0,2,0,2,23,20,7,0,0,1,177,131,136000.0,1,0,3,19.0,4
47398,0,1,2,1,9,8,15,1,2,2,79,41,36000.0,0,6,5,8.0,4
47400,0,2,2,4,27,18,30,4,0,1,56,41,150500.0,0,6,5,20.0,4
47404,0,1,2,1,14,10,15,2,0,1,72,57,1625000.0,1,4,4,10.0,9
47411,0,2,1,1,17,12,21,2,2,1,72,131,180000.0,1,0,4,17.0,4
47415,0,1,0,2,10,5,19,5,2,1,56,41,68000.0,0,6,5,4.0,4
47417,0,1,0,1,11,10,11,6,2,1,78,55,650000.0,0,6,5,10.0,4
47421,0,7,2,3,2,1,17,1,0,1,173,131,8100.0,2,4,4,1.0,4
47426,0,0,0,1,6,2,11,6,1,3,72,57,1600000.0,2,4,3,3.0,12
47430,0,1,0,2,16,11,11,0,1,3,59,41,85000.0,1,0,3,11.0,10
47433,0,2,0,1,10,8,11,3,2,1,45,35,800000.0,1,0,2,8.0,4
47439,0,2,2,1,15,13,11,3,2,1,132,41,120000.0,2,0,4,12.0,12
47440,0,2,0,1,22,18,17,5,2,1,116,98,125000.0,0,6,5,18.0,9
47443,0,1,2,1,13,9,15,2,1,3,115,41,110000.0,0,6,5,9.0,4
47446,0,2,1,0,28,18,21,0,2,1,8,7,550000.0,1,2,0,24.0,1
47448,0,1,0,1,13,7,11,2,2,1,131,103,338000.0,0,6,5,7.0,4
47450,0,2,2,1,16,13,11,0,2,1,175,44,116000.0,0,6,5,13.0,1
47453,0,0,0,1,8,4,24,3,2,0,131,41,72000.0,2,0,2,5.0,12
47454,0,1,0,0,12,3,14,5,1,3,115,41,51998.0,2,1,4,3.0,4
47456,0,1,2,1,7,6,11,2,2,1,137,108,4080000.0,1,2,2,6.0,1
47457,0,0,2,1,10,2,11,5,1,3,72,57,1200000.0,2,0,4,1.0,4
47460,0,0,0,6,5,1,11,1,2,0,173,129,444000.0,2,0,0,1.0,1
47463,0,2,2,2,20,15,11,3,2,1,154,41,140000.0,2,0,4,20.0,1
47466,0,3,0,2,23,21,15,0,2,0,175,44,45000.0,1,0,4,21.0,7
47470,0,1,0,6,12,8,11,0,2,1,59,41,80000.0,0,6,5,8.0,4
47472,0,1,0,1,13,6,17,3,1,3,79,41,47000.0,2,0,2,6.0,9
47474,0,1,0,5,12,8,11,0,2,1,175,44,92000.0,1,0,3,8.0,1
47475,0,1,0,5,16,9,11,0,1,3,146,107,7500000.0,0,6,5,9.0,1
47479,0,1,2,2,7,3,14,2,1,3,8,7,109000.0,2,0,4,3.0,4
47488,0,1,1,1,10,6,11,5,1,3,146,107,5655780.0,1,0,2,7.0,12
47489,0,2,2,1,23,16,21,5,0,1,79,41,50000.0,2,4,3,15.0,4
47492,0,1,0,1,10,6,17,0,1,3,131,103,201600.0,1,1,2,6.0,12
47496,0,1,1,5,2,1,14,9,1,3,79,41,18000.0,1,1,4,1.0,9
47498,0,0,0,1,7,2,15,0,2,1,59,41,58000.0,1,3,3,5.0,4
47514,0,0,1,0,2,0,11,4,1,3,72,57,10000000.0,2,4,4,3.0,12
47516,0,2,0,2,25,18,11,2,0,0,177,131,200000.0,0,6,5,18.0,12
47517,0,2,0,2,23,19,15,0,2,1,175,44,95000.0,1,0,4,19.0,12
47518,0,0,2,1,4,3,11,5,2,1,180,131,30000.0,1,0,2,3.0,4
47520,0,1,0,6,7,6,15,5,1,3,59,41,38400.0,0,6,5,7.0,0
47523,0,1,0,6,13,11,15,4,0,1,175,44,55000.0,0,6,5,11.0,4
47526,0,0,2,2,8,2,15,0,1,3,72,57,100000.0,2,0,2,3.0,0
47528,0,1,0,0,15,10,14,0,1,3,102,41,50000.0,2,4,4,10.0,12
47534,0,2,0,2,25,20,12,5,2,1,72,57,5500000.0,0,6,5,19.0,12
47540,0,2,2,1,8,5,14,1,0,1,59,41,48000.0,1,2,0,5.0,4
47547,0,0,1,1,12,8,7,2,2,0,72,57,800000.0,1,0,4,3.0,4
47550,0,2,0,2,22,11,15,1,2,1,122,96,1275000.0,2,0,2,11.0,4
47555,0,1,0,6,20,15,30,1,0,1,59,41,250000.0,1,0,3,15.0,4
47556,0,1,0,1,8,5,11,0,1,3,175,44,75000.0,2,4,2,5.0,10
47558,0,1,0,0,13,7,15,0,2,1,59,41,60000.0,2,0,2,7.0,7
47563,0,3,2,1,35,17,11,3,1,3,146,107,4000000.0,1,0,0,31.0,4
47564,0,0,0,1,12,1,15,5,1,3,175,44,27500.0,1,1,3,1.0,1
47566,0,2,1,2,22,18,11,7,2,1,52,41,96000.0,2,0,4,18.0,4
47568,0,1,0,1,5,4,2,7,1,3,175,44,50000.0,0,6,5,10.0,12
47569,0,2,0,2,30,18,11,3,2,1,70,53,10000000.0,1,3,2,18.0,9
47575,0,2,0,6,35,10,15,3,2,1,175,44,65000.0,2,0,3,10.0,4
47578,0,1,2,5,9,7,11,3,1,3,41,33,565500.0,1,1,4,7.0,4
47580,0,1,1,2,9,7,17,1,2,3,174,0,120000.0,1,1,2,8.0,7
47586,2,0,1,1,4,1,24,0,2,1,9,41,55000.0,0,6,5,2.0,4
47588,0,1,2,1,11,7,17,0,1,3,72,57,1550000.0,1,0,4,7.0,9
47590,0,4,1,4,37,35,15,2,2,1,45,35,800000.0,0,6,5,35.0,2
47591,0,2,0,4,25,14,26,2,2,2,160,26,150000.0,0,6,5,13.0,2
47592,0,2,2,6,10,10,24,3,1,3,175,44,68000.0,1,0,3,11.0,12
47596,0,3,0,1,25,20,12,9,0,1,74,131,10000.0,2,4,1,25.0,4
47599,0,2,0,1,30,26,2,6,2,1,175,44,170000.0,2,0,2,26.0,9
47600,0,1,0,1,15,8,12,5,2,1,94,26,90000.0,2,4,0,10.0,4
47601,0,0,2,1,10,0,15,1,2,2,8,7,66300.0,0,6,5,0.0,12
47602,0,2,2,2,17,11,16,7,1,3,30,24,145000.0,0,6,5,11.0,4
47603,0,1,0,2,10,6,15,4,2,0,56,41,40000.0,1,0,3,6.0,4
47604,0,0,0,1,7,2,11,1,2,1,131,103,100000.0,2,4,3,2.0,2
47605,0,2,0,1,25,14,15,3,2,1,59,41,73500.0,1,1,3,14.0,4
47606,0,0,1,2,5,2,14,3,1,3,72,57,264000.0,1,5,0,3.0,4
47607,0,2,0,1,24,19,14,2,1,3,177,131,243000.0,0,6,5,19.0,4
47608,0,3,1,1,37,27,12,0,1,3,38,41,40000.0,2,0,4,37.0,7
47614,0,1,2,6,15,11,12,3,1,3,23,19,80000.0,0,6,5,11.0,4
47615,0,2,0,1,11,9,11,3,1,3,78,55,260000.0,2,0,4,10.0,12
47616,0,4,0,1,30,20,16,7,2,2,177,131,75000.0,1,2,3,35.0,4
47622,2,2,0,1,10,9,14,3,1,3,177,131,49000.0,2,0,3,10.0,10
47630,0,1,0,1,8,5,7,1,0,1,59,41,65000.0,2,4,2,6.0,4
47633,0,2,0,0,37,12,15,3,0,1,177,131,130000.0,1,1,3,18.0,1
47635,0,3,2,2,30,27,15,1,2,1,175,44,110000.0,2,1,3,30.0,4
47636,0,1,0,1,12,8,17,1,2,1,76,41,65000.0,1,1,2,8.0,9
